f_property_type,f_neighbourhood,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,n_days_since_rv,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_baby,d_stove,d_microwave,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
Entire rental unit,Huangpu District,100,100,7,4,1,2,0,NA,4,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,1,0,429,50251924,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,100,100,23,4,1,2,8,5,14,1.24,1,192,0,1,1,1,1,1,1,1,0,1,0,0,1,709,50254226,Huangpu District,Entire rental unit
Entire rental unit,Pudong,100,100,0,3,NA,1,2,5,14,0.3,1,198,1,1,1,1,1,1,1,1,0,1,1,0,0,258,50257590,Pudong,Entire rental unit
Entire rental unit,Putuo District,100,100,1,2,1,1,9,5,1,1.35,1.5,199,1,1,1,1,1,1,1,1,0,1,1,0,0,598,50257987,Putuo District,Entire rental unit
Entire rental unit,Pudong,100,100,0,6,2,3,4,5,1,0.82,1,145,0,1,1,1,1,1,1,1,0,0,0,0,0,466,50258348,Pudong,Entire rental unit
Entire rental unit,Jiading District,100,100,0,3,NA,1,0,NA,1,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,326,50259469,Jiading District,Entire rental unit
Entire serviced apartment,Songjiang District,100,100,13,2,1,1,0,NA,14,NA,1,NA,1,1,1,1,1,1,0,1,0,0,0,0,0,286,50269485,Songjiang District,Entire serviced apartment
Entire serviced apartment,Baoshan District,100,100,2,4,1,2,0,NA,3,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,1088,50271040,Baoshan District,Entire serviced apartment
Entire rental unit,Pudong,100,99,33,2,1,1,0,NA,34,NA,1,NA,1,1,1,1,1,0,0,1,0,0,0,0,0,223,50271716,Pudong,Entire rental unit
Entire rental unit,Pudong,100,99,33,2,1,1,3,5,34,0.57,1,156,1,1,1,1,1,0,0,1,0,0,0,0,0,233,50272089,Pudong,Entire rental unit
Entire serviced apartment,Huangpu District,100,95,2,2,1,1,0,NA,12,NA,1,NA,0,1,1,0,1,1,1,1,0,0,1,0,0,1112,50272250,Huangpu District,Entire serviced apartment
Entire rental unit,Jiading District,100,100,5,2,1,1,1,3,5,0.17,1,172,0,1,1,1,1,0,0,1,0,0,0,0,0,292,50272275,Jiading District,Entire rental unit
Entire rental unit,Pudong,NA,100,1,6,3,3,0,NA,2,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,988,50274007,Pudong,Entire rental unit
Entire rental unit,Xuhui District,100,100,43,2,NA,1,2,5,40,0.65,1,91,1,1,1,1,1,1,0,1,0,0,0,0,0,526,50276534,Xuhui District,Entire rental unit
Entire rental unit,Pudong,100,100,16,4,1,2,10,5,16,1.52,1,197,1,1,1,1,1,1,1,1,0,0,0,0,1,373,50280491,Pudong,Entire rental unit
Entire loft,Huangpu District,100,100,24,2,1,1,0,NA,27,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,188,50283881,Huangpu District,Entire loft
Entire serviced apartment,Huangpu District,100,95,2,2,1,1,1,5,12,0.18,1,163,0,1,1,0,1,1,1,1,0,0,1,0,0,1112,50291911,Huangpu District,Entire serviced apartment
Entire serviced apartment,Huangpu District,100,96,10,2,1,1,3,5,24,0.52,1,173,0,1,1,1,1,1,1,1,0,0,1,0,0,1132,50292161,Huangpu District,Entire serviced apartment
Entire loft,Jing'an District,100,97,3,4,NA,2,4,5,5,0.61,1.5,197,1,1,1,0,1,1,0,1,0,0,0,0,0,546,50293325,Jing'an District,Entire loft
Entire rental unit,Pudong,100,100,17,2,1,1,0,NA,11,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,329,50293778,Pudong,Entire rental unit
Entire rental unit,Huangpu District,100,98,9,4,1,2,0,NA,15,NA,1,NA,0,1,1,0,1,1,1,1,0,0,1,0,1,1088,50293891,Huangpu District,Entire rental unit
Entire serviced apartment,Huangpu District,100,100,8,2,1,1,0,NA,14,NA,1,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1112,50294425,Huangpu District,Entire serviced apartment
Entire rental unit,Pudong,100,100,0,5,2,3,0,NA,1,NA,2,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,798,50295841,Pudong,Entire rental unit
Entire loft,Huangpu District,100,100,9,4,2,2,1,5,11,0.16,1,183,0,1,1,1,1,1,0,1,0,0,0,0,0,573,50300181,Huangpu District,Entire loft
Entire rental unit,Xuhui District,100,100,12,2,NA,1,22,5,12,3.51,1,187,1,1,1,1,1,1,0,1,0,0,0,0,0,628,50301853,Xuhui District,Entire rental unit
Entire rental unit,Pudong,100,96,36,4,2,2,0,NA,7,NA,1,NA,0,1,1,1,1,1,1,1,0,0,1,0,1,372,50312558,Pudong,Entire rental unit
Entire rental unit,Xuhui District,100,100,12,6,3,2,0,NA,12,NA,2,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,1838,50312953,Xuhui District,Entire rental unit
Entire loft,Huangpu District,100,100,2,2,1,1,14,4.93,5,2.12,1.5,197,1,1,1,1,1,1,1,1,0,1,1,0,0,429,50313627,Huangpu District,Entire loft
Entire serviced apartment,Qingpu District,100,100,0,2,NA,2,0,NA,2,NA,1,NA,0,1,1,1,0,1,0,1,0,0,0,1,0,298,50331643,Qingpu District,Entire serviced apartment
Entire rental unit,Huangpu District,100,98,11,2,1,1,7,4.71,7,1.1,1,190,0,1,1,1,0,0,0,0,0,0,0,0,0,287,50333392,Huangpu District,Entire rental unit
Entire rental unit,Pudong,100,99,33,2,1,1,2,5,34,0.34,1,176,1,1,1,1,1,0,0,1,0,0,0,0,0,309,50336181,Pudong,Entire rental unit
Entire rental unit,Songjiang District,NA,NA,0,2,NA,1,0,NA,1,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,115,50337040,Songjiang District,Entire rental unit
Entire loft,Jiading District,100,100,6,4,1,2,2,4.5,9,0.61,1,98,0,1,1,1,1,1,1,1,0,1,1,0,1,369,50338651,Jiading District,Entire loft
Entire loft,Huangpu District,100,100,9,4,2,2,2,3.5,11,0.35,1,170,0,1,1,1,1,1,0,1,0,0,0,0,0,586,50340381,Huangpu District,Entire loft
Entire rental unit,Hongkou District,100,100,0,2,1,1,11,4.82,6,1.86,1,176,1,1,1,1,1,1,1,1,0,0,1,0,1,333,50342516,Hongkou District,Entire rental unit
Entire rental unit,Pudong,100,100,16,4,1,2,2,5,16,0.35,1,171,1,1,1,1,1,1,1,1,0,0,0,0,1,310,50351081,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,16,4,1,2,4,5,16,0.78,1,153,1,1,1,1,1,1,1,1,0,0,0,0,1,310,50351085,Pudong,Entire rental unit
Entire loft,Jiading District,NA,100,0,4,2,2,1,5,1,0.18,1,170,0,1,1,1,1,1,0,1,0,0,0,0,0,300,50354534,Jiading District,Entire loft
Entire rental unit,Pudong,100,100,75,2,1,1,3,4.67,73,1.07,1,83,0,1,1,1,0,1,0,1,0,0,0,1,0,155,50365059,Pudong,Entire rental unit
Entire serviced apartment,Jing'an District,67,87,0,2,1,1,0,NA,3,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,160,50365230,Jing'an District,Entire serviced apartment
Entire serviced apartment,Pudong,100,100,0,2,1,1,2,5,1,1.82,1,32,0,1,1,1,1,1,0,1,0,0,0,0,0,367,50367424,Pudong,Entire serviced apartment
Entire rental unit,Pudong,100,64,20,6,2,3,0,NA,24,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,888,50368010,Pudong,Entire rental unit
Entire rental unit,Pudong,100,64,20,5,2,2,0,NA,24,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,788,50368324,Pudong,Entire rental unit
Entire rental unit,Jing'an District,100,100,4,6,3,3,0,NA,3,NA,2,NA,0,1,1,1,1,0,1,1,1,1,1,0,1,1836,50369042,Jing'an District,Entire rental unit
Entire rental unit,Minhang District,100,100,9,4,1,2,0,NA,8,NA,0.5,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,588,50384098,Minhang District,Entire rental unit
Entire serviced apartment,Pudong,0,76,10,2,1,1,0,NA,9,NA,1,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,350,50386391,Pudong,Entire serviced apartment
Entire rental unit,Jiading District,100,100,6,4,2,2,0,NA,9,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,327,50391462,Jiading District,Entire rental unit
Entire loft,Huangpu District,50,100,0,2,NA,1,0,NA,1,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,375,50400753,Huangpu District,Entire loft
Entire rental unit,Xuhui District,100,100,43,2,NA,1,1,5,40,0.18,1,168,1,1,1,1,1,1,0,1,0,0,0,0,0,368,50402052,Xuhui District,Entire rental unit
Entire rental unit,Chongming District,94,93,974,2,1,2,0,NA,57,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,1,263,50405745,Chongming District,Entire rental unit
Entire rental unit,Chongming District,94,93,974,2,1,1,0,NA,57,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,1,278,50406165,Chongming District,Entire rental unit
Entire rental unit,Chongming District,94,93,974,2,1,1,0,NA,57,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,1,278,50406368,Chongming District,Entire rental unit
Entire rental unit,Minhang District,99,100,0,4,2,2,9,4.78,33,1.7,2.5,158,1,1,1,1,1,1,0,1,0,0,0,0,0,164,50406780,Minhang District,Entire rental unit
Entire rental unit,Qingpu District,99,100,0,4,2,2,5,5,33,0.94,2.5,159,1,1,1,1,1,1,0,1,0,0,0,0,0,165,50407484,Qingpu District,Entire rental unit
Entire rental unit,Pudong,100,100,18,5,2,3,0,NA,17,NA,1,NA,0,1,1,1,1,0,1,1,0,1,1,0,1,553,50407926,Pudong,Entire rental unit
Entire rental unit,Minhang District,99,100,0,4,2,2,7,4.57,33,1.3,2.5,160,1,1,1,1,1,1,0,1,0,0,0,0,0,165,50408023,Minhang District,Entire rental unit
Entire rental unit,Jiading District,100,100,4,4,2,2,0,NA,4,NA,1,NA,0,1,1,1,1,0,1,1,0,0,0,0,1,268,50410801,Jiading District,Entire rental unit
Entire rental unit,Chongming District,94,93,974,3,1,2,0,NA,57,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,1,308,50425650,Chongming District,Entire rental unit
Entire rental unit,Minhang District,99,100,0,4,2,4,8,5,33,1.89,1,126,1,1,1,1,1,1,0,1,0,0,0,0,0,157,50425680,Minhang District,Entire rental unit
Entire rental unit,Xuhui District,100,100,1,2,1,1,1,5,2,0.19,1,153,0,1,1,0,1,1,0,1,0,1,0,0,0,218,50426523,Xuhui District,Entire rental unit
Entire rental unit,Minhang District,99,100,0,4,2,2,7,5,33,1.65,2.5,126,1,1,1,1,1,1,0,1,0,0,0,0,0,165,50426531,Minhang District,Entire rental unit
Entire rental unit,Minhang District,99,100,0,6,3,3,6,5,33,0.94,2.5,190,1,1,1,1,1,1,0,1,0,0,0,0,0,225,50426693,Minhang District,Entire rental unit
Entire rental unit,Huangpu District,100,100,0,2,1,1,4,5,3,0.63,1,190,1,1,1,1,1,1,0,1,0,0,0,0,0,1200,50426807,Huangpu District,Entire rental unit
Entire rental unit,Minhang District,100,100,1,4,2,2,1,4,2,0.18,1,168,0,1,1,1,1,1,1,1,0,0,0,0,1,650,50426831,Minhang District,Entire rental unit
Entire serviced apartment,Pudong,100,100,0,2,1,1,0,NA,4,NA,1,NA,0,1,1,0,1,0,1,1,0,0,0,0,0,406,50426879,Pudong,Entire serviced apartment
Entire serviced apartment,Huangpu District,100,95,2,2,1,1,2,5,12,0.32,1,186,0,1,1,0,1,1,1,1,0,0,1,0,0,1112,50427590,Huangpu District,Entire serviced apartment
Entire rental unit,Xuhui District,99,100,0,2,1,1,14,4.57,33,2.36,1,177,1,1,1,1,0,1,0,1,0,0,0,0,0,111,50427873,Xuhui District,Entire rental unit
Entire rental unit,Jing'an District,100,100,6,5,2,2,0,NA,5,NA,2,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,1400,50427984,Jing'an District,Entire rental unit
Entire rental unit,Xuhui District,99,100,0,2,1,1,4,5,33,0.64,1,187,1,1,1,1,0,1,0,1,0,0,0,0,0,81,50428202,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,100,100,23,4,1,2,3,5,14,0.49,1,183,0,1,1,1,1,0,1,1,0,0,0,0,1,624,50428912,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,99,100,0,3,1,2,17,4.76,33,2.71,1,187,1,1,1,1,0,1,0,1,0,0,0,0,0,94,50429164,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,100,99,15,2,1,1,2,3,15,0.33,1,179,0,1,1,1,1,1,1,1,0,0,1,0,1,249,50430926,Huangpu District,Entire rental unit
Entire rental unit,Pudong,100,100,1,3,1,1,0,NA,3,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,80,50433131,Pudong,Entire rental unit
Entire rental unit,Hongkou District,100,100,32,2,1,1,3,4.67,31,0.48,1,188,0,1,1,1,1,0,0,1,0,0,0,0,0,323,50445183,Hongkou District,Entire rental unit
Entire rental unit,Hongkou District,100,100,32,2,1,1,11,4.73,31,1.86,1.5,176,0,1,1,1,1,0,1,1,0,1,1,0,1,289,50445790,Hongkou District,Entire rental unit
Entire serviced apartment,Songjiang District,NA,NA,0,2,1,1,0,NA,3,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,183,50448716,Songjiang District,Entire serviced apartment
Entire rental unit,Huangpu District,33,100,0,2,NA,1,0,NA,1,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,800,50450112,Huangpu District,Entire rental unit
Entire serviced apartment,Jing'an District,67,87,0,2,1,1,0,NA,3,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,180,50453015,Jing'an District,Entire serviced apartment
Entire rental unit,Pudong,50,94,11,2,1,1,4,3.67,9,0.64,1,187,0,1,1,0,1,1,1,1,0,0,1,1,0,230,50453696,Pudong,Entire rental unit
Entire serviced apartment,Baoshan District,100,100,4,2,1,1,9,5,6,1.45,1,185,1,1,1,1,1,1,1,1,0,0,1,1,0,244,50454050,Baoshan District,Entire serviced apartment
Entire rental unit,Jing'an District,100,100,8,2,1,1,14,5,8,2.22,1.5,188,1,1,1,1,1,0,1,1,0,1,0,0,1,301,50465701,Jing'an District,Entire rental unit
Entire rental unit,Songjiang District,100,100,1,2,1,1,1,0,2,0.36,0.5,82,0,1,1,1,1,0,1,1,0,0,0,0,0,383,50469735,Songjiang District,Entire rental unit
Entire rental unit,Minhang District,100,100,2,4,1,3,4,5,3,0.68,1,176,1,1,1,1,1,1,1,1,0,1,1,0,0,228,50470622,Minhang District,Entire rental unit
Entire rental unit,Xuhui District,100,100,68,4,2,2,0,NA,65,NA,1,NA,1,1,1,1,1,1,0,1,0,0,0,0,0,609,50470693,Xuhui District,Entire rental unit
Entire rental unit,Xuhui District,99,100,0,3,1,2,24,4.92,33,3.91,1,183,1,1,1,1,0,1,0,1,0,0,0,0,0,94,50471223,Xuhui District,Entire rental unit
Entire rental unit,Fengxian District,99,100,0,5,3,3,1,5,33,1,2,27,1,1,1,1,0,1,0,1,0,0,0,0,0,189,50471365,Fengxian District,Entire rental unit
Entire serviced apartment,Jiading District,100,100,19,2,1,1,1,5,20,0.18,1,168,0,1,1,1,1,0,0,1,0,0,0,0,0,441,50472041,Jiading District,Entire serviced apartment
Entire rental unit,Hongkou District,99,100,0,2,1,1,10,5,33,2.34,1,127,1,1,1,1,0,1,0,1,0,0,0,0,0,148,50472652,Hongkou District,Entire rental unit
Entire rental unit,Pudong,100,93,22,6,2,3,0,NA,27,NA,2,NA,1,1,1,1,1,1,0,1,0,0,0,0,0,485,50472929,Pudong,Entire rental unit
Entire rental unit,Hongkou District,99,100,0,4,2,2,0,NA,33,NA,1.5,NA,1,1,1,1,1,0,0,1,0,0,0,0,0,369,50473151,Hongkou District,Entire rental unit
Entire rental unit,Hongkou District,99,100,0,4,2,2,2,5,33,0.32,1,184,1,1,1,1,1,1,0,1,0,0,0,0,0,627,50473942,Hongkou District,Entire rental unit
Entire rental unit,Chongming District,100,100,0,6,3,3,1,5,1,0.37,2,79,0,1,1,1,1,1,1,1,0,1,0,1,0,777,50480495,Chongming District,Entire rental unit
Entire rental unit,Pudong,100,100,1,3,1,1,0,NA,3,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,80,50482551,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,1,3,1,1,0,NA,3,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,80,50483345,Pudong,Entire rental unit
Entire loft,Huangpu District,100,100,9,4,2,2,1,4,11,0.2,1,150,0,1,1,1,1,1,0,1,0,0,0,0,0,563,50490266,Huangpu District,Entire loft
Entire serviced apartment,Fengxian District,NA,100,0,2,1,2,0,NA,1,NA,1,NA,0,1,1,0,1,0,0,1,0,0,0,1,0,59999,50490817,Fengxian District,Entire serviced apartment
Entire loft,Minhang District,98,100,74,6,3,5,4,5,83,0.63,2,188,1,1,1,1,1,0,0,1,0,0,0,0,0,599,50492273,Minhang District,Entire loft
Entire loft,Pudong,100,92,14,6,2,3,1,5,13,0.19,2,160,1,1,1,0,1,1,1,1,0,0,1,1,1,581,50492634,Pudong,Entire loft
Entire rental unit,Xuhui District,100,100,13,4,2,2,1,5,15,0.2,1,146,0,1,1,1,1,1,1,1,0,1,1,0,1,521,50492953,Xuhui District,Entire rental unit
Entire loft,Pudong,100,100,11,4,2,2,0,NA,11,NA,1.5,NA,0,1,1,1,1,1,0,1,0,0,0,0,1,393,50494011,Pudong,Entire loft
Entire serviced apartment,Huangpu District,100,100,1,2,1,1,8,5,27,1.6,1,149,1,1,1,1,1,1,1,1,0,1,1,0,1,317,50495580,Huangpu District,Entire serviced apartment
Entire rental unit,Xuhui District,100,100,13,4,2,2,0,NA,15,NA,1,NA,0,1,1,1,1,1,1,1,0,1,1,0,1,526,50499955,Xuhui District,Entire rental unit
Entire rental unit,Xuhui District,100,100,2,4,2,3,0,NA,3,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,469,50500645,Xuhui District,Entire rental unit
Entire rental unit,Jing'an District,100,100,8,2,1,1,17,4.94,8,2.8,1,181,1,1,1,1,1,0,0,1,0,0,0,0,0,316,50507460,Jing'an District,Entire rental unit
Entire rental unit,Pudong,NA,NA,1,4,3,3,0,NA,1,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,600,50507945,Pudong,Entire rental unit
Entire rental unit,Pudong,91,83,0,2,1,1,0,NA,3,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,102,50508567,Pudong,Entire rental unit
Entire rental unit,Pudong,91,83,0,2,1,1,1,0,3,0.49,1,60,0,1,1,1,1,0,1,1,0,0,0,0,1,64,50508728,Pudong,Entire rental unit
Entire rental unit,Pudong,91,83,0,2,1,1,0,NA,3,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,104,50508790,Pudong,Entire rental unit
Entire serviced apartment,Jiading District,NA,NA,0,2,1,1,0,NA,3,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,800,50509670,Jiading District,Entire serviced apartment
Entire rental unit,Jing'an District,100,98,15,2,NA,1,0,NA,13,NA,1,NA,1,1,1,1,1,0,0,1,0,0,0,0,0,531,50511421,Jing'an District,Entire rental unit
Entire rental unit,Chongming District,NA,100,0,4,2,2,0,NA,1,NA,1.5,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,1980,50516055,Chongming District,Entire rental unit
Entire rental unit,Pudong,100,100,3,4,2,2,0,NA,3,NA,1.5,NA,0,1,1,0,1,1,1,1,1,1,1,0,0,380,50518188,Pudong,Entire rental unit
Entire serviced apartment,Minhang District,100,100,3,2,NA,1,1,3,1,0.17,1,179,0,1,1,1,1,1,0,1,0,0,0,0,0,180,50524947,Minhang District,Entire serviced apartment
Entire serviced apartment,Yangpu District,100,100,0,5,2,2,2,4.5,1,0.35,1,171,0,1,1,1,1,1,0,1,0,0,0,0,0,354,50527333,Yangpu District,Entire serviced apartment
Entire rental unit,Pudong,67,75,0,3,1,1,1,5,1,0.17,1,175,0,1,1,0,1,1,0,1,0,0,0,0,0,535,50527542,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,3,2,1,1,4,5,7,0.65,1,185,1,1,1,1,1,1,1,1,0,1,1,1,1,263,50527825,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,3,2,1,1,2,5,7,0.32,1.5,185,1,1,1,1,1,1,1,1,0,1,1,1,1,255,50528064,Pudong,Entire rental unit
Entire loft,Fengxian District,NA,50,0,2,1,2,0,NA,1,NA,1,NA,0,1,1,0,1,0,0,1,0,0,0,1,0,125,50528385,Fengxian District,Entire loft
Entire rental unit,Songjiang District,100,0,4,2,1,1,0,NA,4,NA,1,NA,0,1,1,0,1,0,0,1,0,0,0,0,0,64,50528420,Songjiang District,Entire rental unit
Entire rental unit,Pudong,100,100,3,2,1,1,2,5,7,0.32,1.5,185,1,1,1,1,1,1,1,1,0,1,1,1,1,285,50528843,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,3,2,1,1,3,5,7,0.48,1.5,186,1,1,1,1,1,1,1,1,0,1,1,1,1,322,50528900,Pudong,Entire rental unit
Entire rental unit,Minhang District,99,100,0,4,2,2,0,NA,33,NA,1,NA,1,1,1,1,0,1,0,1,0,0,0,0,0,406,50531817,Minhang District,Entire rental unit
Entire loft,Jing'an District,100,100,31,2,1,1,1,5,39,0.26,1,116,1,1,1,1,1,1,1,1,0,0,1,0,1,203,50531947,Jing'an District,Entire loft
Entire rental unit,Huangpu District,99,100,0,2,1,1,0,NA,33,NA,1,NA,1,1,1,1,0,1,0,1,0,0,0,0,0,153,50532494,Huangpu District,Entire rental unit
Entire rental unit,Pudong,100,100,11,2,1,1,0,NA,2,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,325,50533118,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,13,2,1,2,1,2,12,0.37,1,81,0,1,1,1,1,1,1,1,0,1,0,0,0,267,50551778,Pudong,Entire rental unit
Entire loft,Minhang District,100,100,0,4,2,2,12,4.92,1,2.08,1.5,172,0,1,1,1,1,1,1,1,0,1,0,1,1,286,50552943,Minhang District,Entire loft
Entire rental unit,Pudong,100,100,13,5,3,3,0,NA,12,NA,3,NA,0,1,1,1,1,1,1,1,1,1,0,0,1,564,50553481,Pudong,Entire rental unit
Entire serviced apartment,Pudong,NA,NA,1,4,NA,4,0,NA,1,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,1,0,518,50554366,Pudong,Entire serviced apartment
Entire rental unit,Huangpu District,99,100,0,5,3,3,1,5,33,0.67,1,44,1,1,1,1,0,1,0,1,0,0,0,0,0,365,50555395,Huangpu District,Entire rental unit
Entire rental unit,Baoshan District,99,100,0,5,3,3,0,NA,33,NA,1,NA,1,1,1,1,1,1,0,1,0,0,0,0,0,396,50555668,Baoshan District,Entire rental unit
Entire rental unit,Xuhui District,99,100,0,2,1,1,20,5,33,4.26,1,140,1,1,1,1,0,1,0,1,0,0,0,0,0,111,50556939,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,99,100,69,2,1,1,8,5,43,1.34,1,178,0,1,1,1,1,0,0,1,0,0,0,0,0,385,50557382,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,99,100,0,2,1,1,12,4.67,33,8.37,1,42,1,1,1,1,0,1,0,1,0,0,0,0,0,123,50557452,Xuhui District,Entire rental unit
Entire rental unit,Minhang District,100,94,330,2,1,2,0,NA,57,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,1,132,50557964,Minhang District,Entire rental unit
Entire rental unit,Xuhui District,99,100,0,2,1,NA,5,5,33,0.8,1,186,1,1,1,1,1,1,0,1,0,0,0,0,1,101,50558202,Xuhui District,Entire rental unit
Entire serviced apartment,Jiading District,100,0,4,2,1,1,0,NA,4,NA,1,NA,0,1,1,0,1,0,0,1,0,0,0,0,0,100,50559166,Jiading District,Entire serviced apartment
Entire serviced apartment,Huangpu District,100,100,6,2,1,1,0,NA,6,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,356,50562744,Huangpu District,Entire serviced apartment
Entire serviced apartment,Songjiang District,100,100,1,2,1,1,1,5,2,0.21,0.5,139,0,1,1,1,1,0,0,1,0,0,0,0,0,451,50574696,Songjiang District,Entire serviced apartment
Entire rental unit,Pudong,50,94,11,2,1,1,3,5,9,0.48,1,185,0,1,1,0,1,1,1,1,0,0,1,1,0,252,50575952,Pudong,Entire rental unit
Entire rental unit,Pudong,NA,100,0,2,1,1,0,NA,1,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,457,50577036,Pudong,Entire rental unit
Entire serviced apartment,Huangpu District,100,95,2,2,1,1,0,NA,12,NA,1,NA,0,1,1,0,1,1,1,1,0,0,1,0,0,1112,50578722,Huangpu District,Entire serviced apartment
Entire rental unit,Huangpu District,100,100,4,2,1,1,1,5,4,0.57,1,52,1,1,1,0,1,1,0,1,0,0,0,0,0,251,50580515,Huangpu District,Entire rental unit
Entire rental unit,Pudong,0,100,1,2,1,1,1,0,1,0.16,1,182,0,1,1,0,1,1,0,1,0,0,0,0,0,179,50585228,Pudong,Entire rental unit
Entire rental unit,Huangpu District,100,100,0,2,1,1,2,5,1,0.34,1,177,0,1,1,0,1,1,0,1,0,0,0,0,0,343,50586262,Huangpu District,Entire rental unit
Entire loft,Huangpu District,100,100,24,6,2,3,2,3.5,27,0.33,1,181,0,1,1,1,1,0,0,1,0,0,0,0,0,309,50587155,Huangpu District,Entire loft
Entire loft,Huangpu District,100,100,17,6,2,3,2,5,27,0.35,1,172,0,1,1,1,1,0,0,1,0,0,0,0,1,309,50590041,Huangpu District,Entire loft
Entire loft,Huangpu District,100,100,17,2,1,1,2,3,27,0.34,1,173,0,1,1,1,1,0,0,1,0,0,0,0,1,188,50592076,Huangpu District,Entire loft
Entire loft,Huangpu District,100,100,17,6,2,3,1,5,27,0.24,1,125,0,1,1,1,1,0,0,1,0,0,0,0,1,307,50592382,Huangpu District,Entire loft
Entire rental unit,Jiading District,100,96,1,4,2,2,1,5,5,0.28,1,107,0,1,1,0,1,1,0,1,0,0,0,0,0,347,50598666,Jiading District,Entire rental unit
Entire loft,Xuhui District,100,100,2,4,1,2,3,5,5,0.49,1.5,183,1,1,1,1,1,1,0,1,0,0,0,0,0,684,50599571,Xuhui District,Entire loft
Entire rental unit,Jing'an District,100,98,15,2,1,1,1,5,13,0.17,1,176,1,1,1,1,1,1,0,1,0,0,0,0,0,539,50600352,Jing'an District,Entire rental unit
Entire rental unit,Qingpu District,NA,100,1,4,1,2,1,5,1,0.18,1,167,0,1,1,0,1,1,0,1,0,0,0,0,0,479,50600492,Qingpu District,Entire rental unit
Entire loft,Baoshan District,100,100,4,4,2,3,2,5,6,0.71,3,84,1,1,1,0,1,1,1,1,0,1,0,1,1,433,50603014,Baoshan District,Entire loft
Entire rental unit,Minhang District,100,100,1,2,1,1,1,1,2,0.18,1,170,0,1,1,1,1,1,1,1,0,0,0,0,1,360,50603139,Minhang District,Entire rental unit
Entire rental unit,Huangpu District,100,100,41,2,1,1,1,5,14,0.17,1,179,0,1,1,1,1,0,1,1,0,0,0,0,1,438,50604031,Huangpu District,Entire rental unit
