f_property_type,f_neighbourhood,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,n_days_since_rv,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_baby,d_stove,d_microwave,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
Entire rental unit,Putuo District,100,100,15,2,1,1,7,5,20,0.17,1,1264,1,1,1,1,1,1,1,1,0,1,1,0,1,351,22537191,Putuo District,Entire rental unit
Entire rental unit,Xuhui District,100,100,14,4,2,2,29,4.59,26,0.94,1,929,1,1,1,1,1,1,1,1,0,0,0,0,1,1576,22540189,Xuhui District,Entire rental unit
Entire serviced apartment,Xuhui District,100,100,14,2,1,1,41,4.93,26,0.85,1,1438,1,1,1,1,1,1,1,1,0,0,0,0,1,809,22540820,Xuhui District,Entire serviced apartment
Entire serviced apartment,Songjiang District,100,99,9,2,1,1,28,4.75,8,0.6,1,1392,1,1,1,1,1,1,1,1,0,0,0,0,1,326,22544033,Songjiang District,Entire serviced apartment
Entire rental unit,Hongkou District,100,100,7,2,1,1,63,4.58,7,1.31,1,1445,0,1,1,1,1,1,1,1,0,1,1,0,1,253,22552857,Hongkou District,Entire rental unit
Entire rental unit,Pudong,NA,NA,1,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,1,1,0,0,1,0,0,600,22555706,Pudong,Entire rental unit
Entire serviced apartment,Songjiang District,100,99,9,2,1,1,44,4.8,8,0.92,1,1439,1,1,1,1,1,1,1,1,0,0,0,0,1,7349,22561316,Songjiang District,Entire serviced apartment
Entire rental unit,Huangpu District,NA,0,2,4,1,2,45,4.23,1,0.94,1,1438,0,1,1,0,1,1,1,1,0,1,1,0,0,500,22562219,Huangpu District,Entire rental unit
Entire loft,Pudong,100,100,11,4,2,2,65,4.78,11,1.35,1.5,1445,0,1,1,1,1,1,1,1,0,1,0,0,1,393,22580681,Pudong,Entire loft
Entire rental unit,Pudong,NA,0,1,4,2,2,9,4.78,1,0.19,1,1420,0,1,1,0,1,1,1,1,0,1,1,1,0,498,22602790,Pudong,Entire rental unit
Entire rental unit,Chongming District,100,100,1,3,1,1,0,NA,1,NA,1,NA,0,1,1,1,1,1,1,1,0,0,1,1,0,424,22603916,Chongming District,Entire rental unit
Entire loft,Pudong,100,100,11,4,2,2,98,4.91,11,2.04,1.5,1443,0,1,1,1,1,1,0,1,0,0,0,0,0,393,22609640,Pudong,Entire loft
Entire serviced apartment,Pudong,100,99,1,4,1,1,159,4.85,1,3.4,1.5,1400,0,1,1,1,1,1,1,1,0,0,1,0,1,234,22623298,Pudong,Entire serviced apartment
Entire rental unit,Xuhui District,93,99,17,6,2,4,3,4.33,13,0.07,1,1200,0,1,1,0,1,1,1,1,0,1,1,0,1,558,22650471,Xuhui District,Entire rental unit
Entire rental unit,Changning District,97,100,8,4,1,2,17,4.79,10,0.36,1.5,1417,0,1,1,0,1,1,1,1,0,0,0,0,1,363,22659627,Changning District,Entire rental unit
Entire serviced apartment,Changning District,100,0,8,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,595,22675206,Changning District,Entire serviced apartment
Entire rental unit,Xuhui District,100,88,11,6,2,4,4,5,15,0.09,1,1404,0,1,1,1,1,1,0,1,0,0,0,0,1,788,22676763,Xuhui District,Entire rental unit
Entire rental unit,Pudong,NA,NA,1,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,1,1,0,1,1,1,0,398,22683610,Pudong,Entire rental unit
Entire loft,Hongkou District,100,100,8,4,1,2,139,4.84,8,2.9,1.5,1435,0,1,1,1,1,1,1,1,0,1,1,0,1,448,22697466,Hongkou District,Entire loft
Entire rental unit,Pudong,100,94,1,3,1,1,45,4.93,1,0.94,2,1432,1,1,1,0,1,1,1,1,0,1,1,0,1,2888,22800360,Pudong,Entire rental unit
Entire loft,Pudong,100,100,3,4,1,2,31,4.97,3,0.66,1.5,1404,1,1,1,1,1,1,1,1,0,1,1,0,1,367,22806317,Pudong,Entire loft
Entire rental unit,Baoshan District,100,100,1,3,2,2,184,4.98,1,3.9,1,1413,1,1,1,0,1,1,1,1,0,1,1,0,0,269,22816056,Baoshan District,Entire rental unit
Entire rental unit,Huangpu District,91,99,2,2,1,1,180,4.84,1,3.84,1,1407,0,1,1,1,1,0,1,1,0,1,1,0,0,464,22818535,Huangpu District,Entire rental unit
Entire loft,Xuhui District,100,NA,2,2,1,1,77,4.91,1,1.62,1,1424,1,1,1,0,1,1,1,1,0,1,1,0,1,450,22831519,Xuhui District,Entire loft
Entire rental unit,Fengxian District,100,100,3,2,1,1,35,4.76,3,0.74,1,1425,0,1,1,0,1,1,0,1,0,0,0,0,0,299,22832582,Fengxian District,Entire rental unit
Entire rental unit,Pudong,100,100,27,4,2,2,13,4.69,13,0.28,1,1415,0,1,1,1,1,1,1,1,1,1,1,0,1,530,22834027,Pudong,Entire rental unit
Entire loft,Pudong,NA,NA,1,2,1,1,38,5,1,0.81,2,1407,1,1,1,0,1,1,1,1,0,1,0,0,1,420,22834036,Pudong,Entire loft
Entire rental unit,Pudong,100,100,27,4,2,2,19,4.79,13,0.4,1.5,1420,0,1,1,1,1,1,1,1,1,0,0,0,1,530,22834334,Pudong,Entire rental unit
Entire rental unit,Fengxian District,NA,NA,1,2,1,1,4,4.75,1,0.1,1,1261,0,1,1,0,1,1,1,1,0,1,1,1,0,217,22836654,Fengxian District,Entire rental unit
Entire rental unit,Pudong,100,100,2,5,2,2,32,4.93,1,0.68,1.5,1408,1,1,1,1,0,1,1,1,0,1,0,0,1,628,22838415,Pudong,Entire rental unit
Entire loft,Songjiang District,97,100,20,4,2,2,55,4.75,20,1.15,1,1431,1,1,1,0,1,1,0,1,0,0,0,0,1,408,22849573,Songjiang District,Entire loft
Entire rental unit,Minhang District,100,92,1,4,1,2,16,5,1,0.35,1,1364,0,1,1,0,1,1,1,1,0,1,1,0,1,302,22851869,Minhang District,Entire rental unit
Entire rental unit,Changning District,100,90,15,2,1,1,177,4.74,16,3.71,1.5,1431,0,1,1,0,1,0,1,1,0,1,0,0,1,465,22866964,Changning District,Entire rental unit
Entire rental unit,Qingpu District,100,100,2,3,2,2,100,4.84,2,2.13,2,1406,1,1,1,1,1,1,1,1,0,0,1,1,1,432,22870718,Qingpu District,Entire rental unit
Entire rental unit,Huangpu District,NA,98,3,2,1,2,23,4.61,3,0.48,1,1431,1,1,1,1,1,1,0,1,0,0,0,0,1,341,22871515,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,99,9,3,2,2,30,4.6,6,0.64,1,1403,0,1,1,1,1,1,1,1,0,0,1,0,1,548,22890375,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,99,100,19,4,1,2,33,4.97,19,0.7,1,1421,1,1,1,1,1,1,1,1,0,1,1,0,1,356,22912531,Huangpu District,Entire rental unit
Entire rental unit,Yangpu District,100,67,6,2,1,1,5,5,3,0.11,1,1395,1,1,1,0,1,1,1,1,0,1,1,0,1,221,22928833,Yangpu District,Entire rental unit
Entire rental unit,Putuo District,100,92,5,2,1,1,6,4.67,4,0.15,1,1217,0,1,1,1,1,1,1,1,0,1,1,0,1,308,22946215,Putuo District,Entire rental unit
Entire rental unit,Pudong,100,99,10,4,2,2,38,4.92,10,0.88,1,1293,1,1,1,1,1,1,1,1,0,1,1,0,1,714,22946723,Pudong,Entire rental unit
Entire loft,Xuhui District,100,NA,2,2,1,1,90,4.9,1,1.96,1,1376,1,1,1,1,1,1,0,1,0,0,0,0,1,471,22949594,Xuhui District,Entire loft
Entire rental unit,Huangpu District,97,100,11,2,1,1,150,4.82,9,3.16,1,1423,1,1,1,1,1,1,1,1,0,1,0,0,1,323,22952957,Huangpu District,Entire rental unit
Entire rental unit,Pudong,0,100,2,4,2,2,9,3.5,2,0.19,1,1415,0,1,1,0,1,1,0,1,0,0,0,1,0,249,22961352,Pudong,Entire rental unit
Entire serviced apartment,Jing'an District,100,100,13,2,1,1,34,4.85,14,0.75,1,1364,1,1,1,1,1,1,1,1,0,1,1,0,1,276,22966376,Jing'an District,Entire serviced apartment
Entire serviced apartment,Songjiang District,100,99,9,2,1,1,83,4.84,8,1.79,1,1392,1,1,1,1,1,1,1,1,0,0,0,0,1,332,22973666,Songjiang District,Entire serviced apartment
Entire rental unit,Huangpu District,96,100,11,4,2,2,25,4.56,9,0.55,1,1371,0,1,1,1,1,1,0,1,0,0,1,0,1,453,22974493,Huangpu District,Entire rental unit
Entire rental unit,Putuo District,NA,100,9,2,1,1,2,5,10,0.05,1,1186,1,1,1,1,1,1,1,1,0,0,0,0,1,338,22974884,Putuo District,Entire rental unit
Entire rental unit,Huangpu District,96,100,11,4,2,2,21,4.71,9,0.45,1,1400,0,1,1,1,1,1,1,1,0,0,0,0,1,621,22986814,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,96,100,11,4,2,2,82,4.76,9,1.75,1,1403,0,1,1,1,1,1,1,1,0,1,0,0,1,417,22987696,Xuhui District,Entire rental unit
Entire loft,Huangpu District,96,100,11,6,2,3,26,4.65,9,0.57,1,1377,0,1,1,1,1,1,0,1,0,0,1,0,1,774,22987956,Huangpu District,Entire loft
Entire rental unit,Xuhui District,NA,NA,13,4,2,2,82,4.84,1,1.74,1,1414,0,1,1,1,1,1,0,1,0,0,1,0,1,544,22991253,Xuhui District,Entire rental unit
Entire rental unit,Minhang District,100,100,8,4,2,2,51,4.39,7,1.08,2.5,1413,0,1,1,1,1,1,1,1,0,1,1,0,1,499,22993479,Minhang District,Entire rental unit
Entire rental unit,Huangpu District,100,98,24,3,1,2,4,5,12,0.09,1,1405,1,1,1,0,0,1,1,1,0,1,1,0,1,480,22993483,Huangpu District,Entire rental unit
Entire serviced apartment,Songjiang District,100,99,9,2,1,1,60,4.95,8,1.29,1,1399,1,1,1,1,1,1,1,1,0,0,0,0,1,309,23014975,Songjiang District,Entire serviced apartment
Entire rental unit,Changning District,100,100,2,2,1,1,161,4.88,2,3.54,1,1362,0,1,1,1,1,1,1,1,0,1,1,0,1,504,23015650,Changning District,Entire rental unit
Entire serviced apartment,Xuhui District,100,96,10,4,2,2,20,4.7,24,0.42,1,1421,0,1,1,1,1,1,1,1,0,0,1,0,1,1541,23029287,Xuhui District,Entire serviced apartment
Entire serviced apartment,Pudong,100,77,31,2,1,1,5,4.6,17,0.11,1,1359,0,1,1,1,1,1,1,1,0,1,1,0,1,383,23029548,Pudong,Entire serviced apartment
Entire serviced apartment,Xuhui District,100,95,2,2,1,1,46,4.6,12,0.97,1,1417,0,1,1,0,1,1,1,1,0,1,1,0,1,794,23029683,Xuhui District,Entire serviced apartment
Entire loft,Pudong,100,100,3,4,1,2,12,4.91,3,0.26,1,1386,1,1,1,1,1,1,1,1,0,1,1,0,1,367,23032915,Pudong,Entire loft
